UP3,ULP,Jenis Asset,Nama Asset JTM,Penyulang,Konstruksi (e.g. TM1),Material Conductor,Kapasitas / Panjang,Alamat / Lokasi,Latitude,Longitude
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_212,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39104,112.75277
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_174,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39711,112.75113
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_194,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39387,112.75167
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_60,GEMURUNG,PMS,A3CS,0,0,-7.4224,112.73691
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_197,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39323,112.75178
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_193,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39407,112.75165
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_201,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39259,112.75188
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_141,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40439,112.74775
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_147,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40226,112.74826
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_77,GEMURUNG,TM1,A3CS,0,0,-7.41893,112.73928
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_200,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39268,112.75187
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_111,GEMURUNG,TM1,A3CS,0,0,-7.41209,112.7423
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_208,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39183,112.75255
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_79,GEMURUNG,TM1,A3CS,0,0,-7.41825,112.73947
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_42,GEMURUNG,TM10,A3CS,0,0,-7.4264,112.73603
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_110,GEMURUNG,TM1,A3CS,0,0,-7.41238,112.74218
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_179,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39644,112.75123
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_225,GEMURUNG,TM1,A3CS,0,0,-7.38926,112.75415
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_64,GEMURUNG,TM4,A3CS,0,0,-7.42328,112.73848
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_129,GEMURUNG,TM11,A3CS,0,0,-7.40943,112.74663
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_228,GEMURUNG,TM8,A3CS,0,0,-7.38954,112.75481
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_108,GEMURUNG,TM2,A3CS,0,0,-7.41239,112.74156
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_227,GEMURUNG,TM1,A3CS,0,0,-7.38944,112.75455
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_165,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39768,112.74955
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_126,GEMURUNG,TM1,A3CS,0,0,-7.4105,112.7463
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_117,GEMURUNG,TM1,A3CS,0,0,-7.41201,112.74413
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_71,GEMURUNG,TM1,A3CS,0,0,-7.42127,112.73866
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_70,GEMURUNG,TM1,A3CS,0,0,-7.42164,112.7386
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_49,GEMURUNG,TM10,A3CS,0,0,-7.42454,112.73667
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_180,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39627,112.75126
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_242,GEMURUNG,TM4,A3CS,0,0,-7.39059,112.75707
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_67,GEMURUNG,TM5,A3CS,0,0,-7.42283,112.73849
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_204,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39236,112.75204
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_210,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39156,112.75265
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_75,GEMURUNG,TM1,A3CS,0,0,-7.41967,112.73907
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_107,GEMURUNG,TM2,A3CS,0,0,-7.4125,112.74186
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_85,GEMURUNG,TM1,A3CS,0,0,-7.41549,112.74012
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_221,GEMURUNG,TM1,A3CS,0,0,-7.38886,112.7531
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_196,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39346,112.75175
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_81,GEMURUNG,TM1,A3CS,0,0,-7.41726,112.73972
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_220,GEMURUNG,TM8,A3CS,0,0,-7.38896,112.75321
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_150,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40127,112.74852
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_222,GEMURUNG,TM4,A3CS,0,0,-7.38879,112.75293
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_187,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39515,112.75146
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_224,GEMURUNG,TM8,A3CS,0,0,-7.38909,112.75375
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_166,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39763,112.74972
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_146,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40262,112.74819
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_113,GEMURUNG,TM10,A3CS,0,0,-7.41151,112.74253
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_43,GEMURUNG,TM5,A3CS,0,0,-7.42617,112.73619
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_223,GEMURUNG,TM1,A3CS,0,0,-7.38898,112.75336
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_94,GEMURUNG,TM10,A3CS,0,0,-7.41383,112.74162
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_237,GEMURUNG,TM1,A3CS,0,0,-7.39024,112.75639
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_143,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40366,112.74793
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_44,GEMURUNG,TM1,A3CS,0,0,-7.42562,112.73636
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_62,GEMURUNG,TM1,A3CS,0,0,-7.4229,112.73769
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_184,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39556,112.75139
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_240,GEMURUNG,TM11,A3CS,0,0,-7.3906,112.75677
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_55,GEMURUNG,TM8,A3CS,0,0,-7.42322,112.73695
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_214,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39052,112.75288
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_121,GEMURUNG,TM10,A3CS,0,0,-7.4124,112.74577
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_153,GEMURUNG,TMMVTIC,A3CS,0,0,-7.4003,112.74874
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_236,GEMURUNG,TM11,A3CS,0,0,-7.39016,112.75618
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_69,GEMURUNG,TM1,A3CS,0,0,-7.42186,112.7386
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_86,GEMURUNG,TM5,A3CS,0,0,-7.41496,112.74025
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_211,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39131,112.75271
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_189,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39474,112.75153
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_235,GEMURUNG,TM1,A3CS,0,0,-7.38997,112.7558
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_149,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40157,112.74844
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_131,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40856,112.74673
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_185,GEMURUNG,TMMVTIC,A3CS,0,0,-7.3955,112.7514
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_162,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39819,112.74922
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_190,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39455,112.75157
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_206,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39203,112.75236
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_66,GEMURUNG,TM10,A3CS,0,0,-7.42294,112.73846
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_172,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39742,112.75104
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_61,GEMURUNG,TM1,A3CS,0,0,-7.42267,112.7373
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_54,GEMURUNG,TM1,A3CS,0,0,-7.42385,112.73679
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_95,GEMURUNG,TM8,A3CS,0,0,-7.41347,112.74177
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_163,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39789,112.74929
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_127,GEMURUNG,TM2,A3CS,0,0,-7.41017,112.74647
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_115,GEMURUNG,PMS,A3CS,0,0,-7.41182,112.74334
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_232,GEMURUNG,TM1,A3CS,0,0,-7.3898,112.75534
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_144,GEMURUNG,TMMVTIC,A3CS,0,0,-7.4033,112.74802
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_76,GEMURUNG,TM5,A3CS,0,0,-7.41929,112.73917
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_191,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39449,112.7516
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_124,GEMURUNG,TM1,A3CS,0,0,-7.41125,112.74606
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_84,GEMURUNG,TM1,A3CS,0,0,-7.416,112.74
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_203,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39237,112.75192
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_148,GEMURUNG,TMMVTIC,A3CS,0,0,-7.4018,112.74837
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_48,GEMURUNG,TM8,A3CS,0,0,-7.42466,112.7366
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_151,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40083,112.74862
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_209,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39179,112.75261
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_213,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39077,112.75283
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_239,GEMURUNG,TM8,A3CS,0,0,-7.39047,112.75683
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_50,GEMURUNG,TM1,A3CS,0,0,-7.42464,112.73706
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_176,GEMURUNG,TMMVTIC,A3CS,0,0,-7.3968,112.75117
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_140,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40475,112.74765
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_226,GEMURUNG,TM1,A3CS,0,0,-7.38939,112.75439
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_207,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39194,112.75241
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_142,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40407,112.74782
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_133,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40774,112.74692
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_136,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40651,112.74721
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_158,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39915,112.74898
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_157,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39936,112.74893
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_52,GEMURUNG,TM1,A3CS,0,0,-7.42434,112.73665
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_170,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39737,112.75059
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_229,GEMURUNG,TM1,A3CS,0,0,-7.38961,112.75497
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_183,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39572,112.75136
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_169,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39739,112.75038
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_122,GEMURUNG,TM1,A3CS,0,0,-7.41197,112.74589
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_205,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39224,112.75218
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_167,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39754,112.74996
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_155,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39996,112.74881
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_192,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39432,112.75161
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_230,GEMURUNG,TM11,A3CS,0,0,-7.38979,112.7548
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_181,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39613,112.75129
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_156,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39952,112.7489
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_82,GEMURUNG,TM1,A3CS,0,0,-7.41687,112.7398
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_238,GEMURUNG,TM1,A3CS,0,0,-7.39031,112.75657
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_188,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39493,112.75149
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_195,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39363,112.7517
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_65,GEMURUNG,TM5,A3CS,0,0,-7.42306,112.73827
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_173,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39727,112.7511
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_159,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39893,112.74903
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_106,GEMURUNG,TM8,A3CS,0,0,-7.41268,112.74209
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_116,GEMURUNG,TM1,A3CS,0,0,-7.41193,112.74374
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_91,GEMURUNG,TM2,A3CS,0,0,-7.41376,112.74053
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_118,GEMURUNG,TM1,A3CS,0,0,-7.4121,112.74462
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_154,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40012,112.74879
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_120,GEMURUNG,TM1,A3CS,0,0,-7.41227,112.74544
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_72,GEMURUNG,TM1,A3CS,0,0,-7.42088,112.73874
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_241,GEMURUNG,TM4,A3CS,0,0,-7.39067,112.75679
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_152,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40045,112.74869
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_137,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40606,112.7473
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_164,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39776,112.7493
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_93,GEMURUNG,TM2,A3CS,0,0,-7.41387,112.74137
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_105,GEMURUNG,TM1,A3CS,0,0,-7.41307,112.74194
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_112,GEMURUNG,TM1,A3CS,0,0,-7.41188,112.74239
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_186,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39532,112.75143
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_175,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39701,112.75115
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_73,GEMURUNG,TM1,A3CS,0,0,-7.42047,112.73885
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_233,GEMURUNG,TM1,A3CS,0,0,-7.38991,112.7556
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_178,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39652,112.75122
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_130,GEMURUNG,TMMVTIC,A3CS,0,0,-7.409,112.74667
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_177,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39662,112.7512
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_135,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40695,112.74712
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_45,GEMURUNG,TM1,A3CS,0,0,-7.42534,112.73643
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_199,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39283,112.75185
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_89,GEMURUNG,TM8,A3CS,0,0,-7.41373,112.74043
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_68,GEMURUNG,TM1,A3CS,0,0,-7.42221,112.73854
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_41,GEMURUNG,TM10,A3CS,0,0,-7.42661,112.73619
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_123,GEMURUNG,TM1,A3CS,0,0,-7.41163,112.74598
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_78,GEMURUNG,TM1,A3CS,0,0,-7.41861,112.73937
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_57,GEMURUNG,GTT2,A3CS,0,0,-7.42318,112.73685
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_217,GEMURUNG,TMMVTIC,A3CS,0,0,-7.38972,112.75306
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_139,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40512,112.74752
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_231,GEMURUNG,GTT2,A3CS,0,0,-7.38984,112.75478
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_74,GEMURUNG,TM1,A3CS,0,0,-7.42008,112.73897
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_161,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39845,112.74916
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_59,GEMURUNG,TM8,A3CS,0,0,-7.42265,112.73716
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_134,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40736,112.74701
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_160,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39864,112.74911
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_234,GEMURUNG,TM1,A3CS,0,0,-7.38995,112.75571
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_132,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40817,112.74681
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_51,GEMURUNG,GTT2,A3CS,0,0,-7.42479,112.7375
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_219,GEMURUNG,TMMVTIC,A3CS,0,0,-7.38922,112.75315
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_145,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40304,112.74809
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_92,GEMURUNG,TM2,A3CS,0,0,-7.41383,112.74098
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_46,GEMURUNG,TM8,A3CS,0,0,-7.42509,112.73649
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_47,GEMURUNG,GTT2,A3CS,0,0,-7.42509,112.73652
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_56,GEMURUNG,TM1,A3CS,0,0,-7.42322,112.73692
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_216,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39,112.753
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_138,GEMURUNG,TMMVTIC,A3CS,0,0,-7.40548,112.74739
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_171,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39739,112.7508
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_168,GEMURUNG,TMMVTIC,A3CS,0,0,-7.39745,112.75018
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEMURUNG_218,GEMURUNG,TMMVTIC,A3CS,0,0,-7.38948,112.7531
